"","filed_date","report_id","report_title","report_url","senator_full_name","senator_first_name","senator_last_name","v1","number","transaction_date","owner","ticker","asset_name","type","amount","comment","transaction_type","data"
"1","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"1","02/27/2020","Joint","RPM","RPM International Inc.","Sale (Partial)","$50,001 - $100,000","The filer's portfolio is managed by a third party investment
professional. The filer was advised of these transactions on April
7, 2020. This activity is part of an ongoing long-term portfolio
diversification strategy that regularly includes similar
transactions.",NA,NA
"2","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"2","02/27/2020","Joint","WCMIX","WCM Focused International Growth Fund Institutiona","Purchase","$50,001 - $100,000","The filer's portfolio is managed by a third party investment
professional. The filer was advised of these transactions on April
7, 2020. This activity is part of an ongoing long-term portfolio
diversification strategy that regularly includes similar
transactions.",NA,NA
"3","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"3","05/18/2020","Joint","RPM","RPM International Inc.","Sale (Partial)","$50,001 - $100,000","The filer's portfolio is managed by a third party investment
professional. The filer was advised of these transactions on June
2, 2020. This activity is part of an ongoing long-term portfolio
diversification strategy that regularly includes similar
transactions.",NA,NA
"4","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"4","06/16/2020","Joint","RPM","RPM International Inc.","Sale (Partial)","$50,001 - $100,000","The filer's portfolio is managed by a third party investment
professional. The filer was advised of these transactions on July
7, 2020. This activity is part of an ongoing long term portfolio
diversification strategy that regularly includes similar
transactions.",NA,NA
"5","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"1","03/03/2020","Self","IJR","iShares Core S&P Small-Cap ETF",NA,"$1,001 - $15,000","--","Purchase",NA
"6","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"2","03/04/2020","Self","POLIX","Polen Growth Fund Institutional Class",NA,"$1,001 - $15,000","--","Purchase",NA
"7","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"3","03/04/2020","Self","WCMIX","WCM Focused International Growth Fund Institutiona",NA,"$1,001 - $15,000","--","Purchase",NA
"8","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"4","03/04/2020","Self","GTCSX","Glenmede Small Cap Equity Portfolio Class Advisor",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"9","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"5","03/04/2020","Self","HNACX","Harbor Capital Appreciation Fund Retirement Class",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"10","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"6","02/07/2020","Child","ABCIX","American Beacon The London Company Income Equity F",NA,"$1,001 - $15,000","--","Purchase",NA
"11","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"7","02/07/2020","Child","DFTWX","DFA T.A. World ex U.S. Core Equity Portfolio Insti",NA,"$1,001 - $15,000","--","Purchase",NA
"12","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"8","11/16/2020","Child","DODGX","Dodge & Cox Stock Fund",NA,"$15,001 - $50,000","--","Purchase",NA
"13","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"9","02/06/2020","Child","EFAV","iShares MSCI EAFE Min Vol Factor ETF",NA,"$1,001 - $15,000","--","Purchase",NA
"14","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"10","10/27/2020","Child","GTLOX","Glenmede Quantitative U.S. Large Cap Core Equity P",NA,"$1,001 - $15,000","--","Purchase",NA
"15","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"11","10/27/2020","Child","HNVRX","Harbor Small Cap Value Fund Retirement Class",NA,"$1,001 - $15,000","--","Purchase",NA
"16","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"12","02/06/2020","Child","IJT","iShares S&P Small-Cap 600 Growth ETF",NA,"$1,001 - $15,000","--","Purchase",NA
"17","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"13","02/07/2020","Child","MIPTX","Matthews Pacific Tiger Fund Institutional Class",NA,"$1,001 - $15,000","--","Purchase",NA
"18","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"14","02/07/2020","Child","OANIX","Oakmark International Fund Class Institutional",NA,"$1,001 - $15,000","--","Purchase",NA
"19","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"15","10/28/2020","Child","PBSIX","Polen U.S. Small Company Growth Fund Institutional",NA,"$1,001 - $15,000","--","Purchase",NA
"20","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"16","10/27/2020","Child","SIDRX","Hartford Schroders International Multi-Cap Value F",NA,"$1,001 - $15,000","--","Purchase",NA
"21","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"17","10/27/2020","Child","TGVIX","Thornburg International Equity Fund Class I",NA,"$1,001 - $15,000","--","Purchase",NA
"22","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"18","10/27/2020","Child","TSEGX","Touchstone Sands Capital Emerging Markets Growth F",NA,"$1,001 - $15,000","--","Purchase",NA
"23","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"19","10/27/2020","Child","WCMIX","WCM Focused International Growth Fund Institutiona",NA,"$1,001 - $15,000","--","Purchase",NA
"24","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"20","10/27/2020","Child","VPMAX","Vanguard PRIMECAP Fund Admiral Shares",NA,"$1,001 - $15,000","--","Sale (Partial)",NA
"25","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"21","02/06/2020","Child","EFV","iShares MSCI EAFE Value ETF",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"26","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"22","02/07/2020","Child","HNVRX","Harbor Small Cap Value Fund Retirement Class",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"27","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"23","02/07/2020","Child","HNACX","Harbor Capital Appreciation Fund Retirement Class",NA,"$1,001 - $15,000","--","Sale (Partial)",NA
"28","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"24","02/07/2020","Child","VPMAX","Vanguard PRIMECAP Fund Admiral Shares",NA,"$1,001 - $15,000","--","Sale (Partial)",NA
"29","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"25","02/07/2020","Child","DODFX","Dodge & Cox International Stock Fund",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"30","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"26","11/16/2020","Child","ABCIX","American Beacon The London Company Income Equity F",NA,"$15,001 - $50,000","--","Sale (Full)",NA
"31","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"27","10/27/2020","Child","OANIX","Oakmark International Fund Class Institutional",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"32","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"28","10/27/2020","Child","IJT","iShares S&P Small-Cap 600 Growth ETF",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"33","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"29","10/27/2020","Child","EFAV","iShares MSCI EAFE Min Vol Factor ETF",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"34","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"30","10/27/2020","Child","DFTWX","DFA T.A. World ex U.S. Core Equity Portfolio Insti",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"35","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"31","10/27/2020","Child","CCALX","Conestoga Small Cap Institutional Class",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"36","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"32","02/27/2020","Joint","WCMIX","WCM Focused International Growth Fund Institutiona",NA,"$50,001 - $100,000","Duplicate transaction (previously submitted on PTR).","Purchase",NA
"37","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"33","06/16/2020","Joint","RPM","RPM International Inc.",NA,"$50,001 - $100,000","Duplicate transaction (previously submitted on PTR).","Sale (Partial)",NA
"38","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"34","05/18/2020","Joint","RPM","RPM International Inc.",NA,"$50,001 - $100,000","Duplicate transaction (previously submitted on PTR).","Sale (Partial)",NA
"39","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"35","03/18/2020","Joint","IWD","iShares Russell 1000 Value ETF",NA,"$15,001 - $50,000","--","Sale (Partial)",NA
"40","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"36","02/27/2020","Joint","RPM","RPM International Inc.",NA,"$50,001 - $100,000","Duplicate transaction (previously submitted on PTR).","Sale (Partial)",NA
"41","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"37","11/04/2020","Child","ABCIX","American Beacon The London Company Income Equity F",NA,"$15,001 - $50,000","--","Purchase",NA
"42","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"38","02/06/2020","Child","CCALX","Conestoga Small Cap Institutional Class",NA,"$1,001 - $15,000","--","Purchase",NA
"43","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"39","02/06/2020","Child","DFTWX","DFA T.A. World ex U.S. Core Equity Portfolio Insti",NA,"$1,001 - $15,000","--","Purchase",NA
"44","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"40","11/16/2020","Child","DODGX","Dodge & Cox Stock Fund",NA,"$15,001 - $50,000","--","Purchase",NA
"45","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"41","11/05/2020","Child","GTLOX","Glenmede Quantitative U.S. Large Cap Core Equity P",NA,"$1,001 - $15,000","--","Purchase",NA
"46","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"42","11/04/2020","Child","HNVRX","Harbor Small Cap Value Fund Retirement Class",NA,"$1,001 - $15,000","--","Purchase",NA
"47","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"43","02/06/2020","Child","IJT","iShares S&P Small-Cap 600 Growth ETF",NA,"$1,001 - $15,000","--","Purchase",NA
"48","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"44","02/07/2020","Child","OANIX","Oakmark International Fund Class Institutional",NA,"$1,001 - $15,000","--","Purchase",NA
"49","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"45","11/04/2020","Child","PBSIX","Polen U.S. Small Company Growth Fund Institutional",NA,"$1,001 - $15,000","--","Purchase",NA
"50","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"46","11/04/2020","Child","SIDRX","Hartford Schroders International Multi-Cap Value F",NA,"$1,001 - $15,000","--","Purchase",NA
"51","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"47","11/04/2020","Child","TGVIX","Thornburg International Equity Fund Class I",NA,"$1,001 - $15,000","--","Purchase",NA
"52","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"48","11/05/2020","Child","TSEGX","Touchstone Sands Capital Emerging Markets Growth F",NA,"$1,001 - $15,000","--","Purchase",NA
"53","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"49","11/04/2020","Child","WCMIX","WCM Focused International Growth Fund Institutiona",NA,"$1,001 - $15,000","--","Purchase",NA
"54","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"50","02/06/2020","Child","DODFX","Dodge & Cox International Stock Fund",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"55","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"51","02/06/2020","Child","TSCIX","AMG TimesSquare Small Cap Growth Fund Class Z",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"56","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"52","02/06/2020","Child","EFV","iShares MSCI EAFE Value ETF",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"57","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"53","02/06/2020","Child","HNVRX","Harbor Small Cap Value Fund Retirement Class",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"58","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"54","11/04/2020","Child","VPMAX","Vanguard PRIMECAP Fund Admiral Shares",NA,"$15,001 - $50,000","--","Sale (Partial)",NA
"59","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"55","11/05/2020","Child","VPMAX","Vanguard PRIMECAP Fund Admiral Shares",NA,"$1,001 - $15,000","--","Sale (Partial)",NA
"60","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"56","11/04/2020","Child","IJT","iShares S&P Small-Cap 600 Growth ETF",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"61","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"57","11/04/2020","Child","OANIX","Oakmark International Fund Class Institutional",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"62","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"58","11/04/2020","Child","CCALX","Conestoga Small Cap Institutional Class",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"63","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"59","11/04/2020","Child","DFTWX","DFA T.A. World ex U.S. Core Equity Portfolio Insti",NA,"$1,001 - $15,000","--","Sale (Full)",NA
"64","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"60","11/05/2020","Child","HNACX","Harbor Capital Appreciation Fund Retirement Class",NA,"$1,001 - $15,000","--","Sale (Partial)",NA
"65","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"61","11/16/2020","Child","ABCIX","American Beacon The London Company Income Equity F",NA,"$15,001 - $50,000","--","Sale (Full)",NA
"66","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"62","02/07/2020","Child","DFTWX","DFA T.A. World ex U.S. Core Equity Portfolio Insti",NA,"$1,001 - $15,000","--","Purchase",NA
"67","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"63","11/16/2020","Child","DODGX","Dodge & Cox Stock Fund",NA,"$15,001 - $50,000","--","Purchase",NA
"68","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"64","02/06/2020","Child","EFAV","iShares MSCI EAFE Min Vol Factor ETF",NA,"$1,001 - $15,000","--","Purchase",NA
"69","2021-08-16","7567775a-9f88-42a7-b906-68a4449865a5","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Sullivan/Daniel+S/7567775a-9f88-42a7-b906-68a4449865a5","Daniel S Sullivan","Daniel+S","Sullivan",NA,"65","11/05/2020","Child","GTLOX","Glenmede Quantitative U.S. Large Cap Core Equity P",NA,"$1,001 - $15,000","--","Purchase",NA
