"","filed_date","report_id","report_title","report_url","senator_full_name","senator_first_name","senator_last_name","v1","number","transaction_date","owner","ticker","asset_name","type","amount","comment","transaction_type","data"
"1510","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"163","08/05/2020","Spouse","PSA","Public Storage","Purchase","$15,001 - $50,000","--",NA,NA
"1511","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"164","08/05/2020","Spouse","WDAY","Workday, Inc.","Purchase","$1,001 - $15,000","--",NA,NA
"1512","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"165","08/07/2020","Spouse","AAPL","Apple Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1513","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"166","08/11/2020","Spouse","F","Ford Motor Company","Purchase","$15,001 - $50,000","--",NA,NA
"1514","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"167","08/11/2020","Spouse","DHI","D.R. Horton, Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1515","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"168","08/14/2020","Spouse","UPS","United Parcel Service, Inc.","Purchase","$15,001 - $50,000","--",NA,NA
"1516","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"169","08/14/2020","Spouse","PSA","Public Storage","Purchase","$15,001 - $50,000","--",NA,NA
"1517","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"170","08/14/2020","Spouse","FDX","FedEx Corporation","Purchase","$15,001 - $50,000","--",NA,NA
"1518","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"171","08/17/2020","Spouse","UPS","United Parcel Service, Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1519","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"172","08/18/2020","Spouse","LOW","Lowe's Companies, Inc.","Purchase","$15,001 - $50,000","--",NA,NA
"1520","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"173","08/18/2020","Spouse","DHI","D.R. Horton, Inc.","Purchase","$15,001 - $50,000","--",NA,NA
"1521","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"174","08/19/2020","Spouse","NVDA","NVIDIA Corporation","Purchase","$15,001 - $50,000","--",NA,NA
"1522","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"175","08/19/2020","Spouse","UPS","United Parcel Service, Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1523","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"176","08/19/2020","Spouse","KR","The Kroger Co.","Purchase","$15,001 - $50,000","--",NA,NA
"1524","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"177","08/19/2020","Spouse","FDX","FedEx Corporation","Purchase","$15,001 - $50,000","--",NA,NA
"1525","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"178","08/20/2020","Child","NFLX","Netflix, Inc.","Purchase","$1,001 - $15,000","Underlying asset of dependent child #2",NA,NA
"1526","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"179","08/20/2020","Child","NFLX","Netflix, Inc.","Purchase","$1,001 - $15,000","Underlying asset of dependent child #1",NA,NA
"1527","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"180","08/20/2020","Child","NFLX","Netflix, Inc.","Purchase","$1,001 - $15,000","Underlying asset of dependent child #3",NA,NA
"1528","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"181","08/21/2020","Spouse","UPS","United Parcel Service, Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1529","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"182","08/21/2020","Spouse","XOM","Exxon Mobil Corporation","Sale (Full)","$15,001 - $50,000","--",NA,NA
"1530","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"183","08/21/2020","Spouse","T","AT&T Inc.","Sale (Full)","$50,001 - $100,000","--",NA,NA
"1531","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"184","08/21/2020","Spouse","SQ","Square, Inc.","Purchase","$15,001 - $50,000","--",NA,NA
"1532","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"185","08/21/2020","Spouse","FDX","FedEx Corporation","Purchase","$15,001 - $50,000","--",NA,NA
"1533","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"186","08/21/2020","Spouse","NVDA","NVIDIA Corporation","Purchase","$50,001 - $100,000","--",NA,NA
"1534","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"187","08/24/2020","Spouse","W","Wayfair Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1535","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"188","08/24/2020","Spouse","AMWD","American Woodmark Corporation","Purchase","$1,001 - $15,000","--",NA,NA
"1536","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"189","08/24/2020","Spouse","CLX","The Clorox Company","Sale (Full)","$1,001 - $15,000","--",NA,NA
"1537","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"190","08/24/2020","Spouse","KR","The Kroger Co.","Sale (Full)","$50,001 - $100,000","--",NA,NA
"1538","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"191","08/24/2020","Spouse","SQ","Square, Inc.","Purchase","$15,001 - $50,000","--",NA,NA
"1539","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"192","08/25/2020","Spouse","UPS","United Parcel Service, Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1540","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"193","08/25/2020","Spouse","FDX","FedEx Corporation","Purchase","$15,001 - $50,000","--",NA,NA
"1541","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"194","08/26/2020","Spouse","IRBT","iRobot Corporation","Purchase","$1,001 - $15,000","--",NA,NA
"1542","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"195","08/27/2020","Spouse","AMWD","American Woodmark Corporation","Sale (Full)","$1,001 - $15,000","--",NA,NA
"1543","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"196","08/27/2020","Spouse","AAPL","Apple Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1544","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"197","09/01/2020","Spouse","AMZN","Amazon.com, Inc.","Purchase","$15,001 - $50,000","--",NA,NA
"1545","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"198","09/02/2020","Spouse","W","Wayfair Inc.","Sale (Full)","$50,001 - $100,000","--",NA,NA
"1546","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"199","09/02/2020","Spouse","AAPL","Apple Inc.","Purchase","$50,001 - $100,000","--",NA,NA
"1547","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"200","09/14/2020","Child","NFLX","Netflix, Inc.","Sale (Full)","$1,001 - $15,000","Underlying asset of dependent #1",NA,NA
"1548","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"201","09/14/2020","Child","NFLX","Netflix, Inc.","Sale (Full)","$1,001 - $15,000","Underlying asset of dependent #2",NA,NA
"1549","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"202","09/23/2020","Child","NFLX","Netflix, Inc.","Sale (Full)","$1,001 - $15,000","Underlying asset of dependent #3",NA,NA
"1550","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"203","10/16/2020","Child","WDAY","Workday, Inc.","Purchase","$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #3",NA,NA
"1551","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"204","10/16/2020","Child","NVDA","NVIDIA Corporation","Purchase","$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #2",NA,NA
"1552","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"205","10/16/2020","Child","WDAY","Workday, Inc.","Purchase","$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #2",NA,NA
"1553","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"206","10/16/2020","Child","NVDA","NVIDIA Corporation","Purchase","$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #1",NA,NA
"1554","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"207","10/16/2020","Child","WDAY","Workday, Inc.","Purchase","$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #1",NA,NA
"1555","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"208","10/16/2020","Child","NVDA","NVIDIA Corporation","Purchase","$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #3",NA,NA
"1556","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"209","11/10/2020","Spouse","BYND","Beyond Meat, Inc.","Sale (Full)","$50,001 - $100,000","--",NA,NA
"1557","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"210","11/16/2020","Spouse","--","Metropolitan Transn Auth NY Rev Ser D
Rate/Coupon: 4.5%Matures: 11/15/2026","Sale (Full)","$15,001 - $50,000","--",NA,NA
"1558","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"1","04/23/2020","Child","--","Oregon College Savings Plan - College Enrollment Year 2026
Portfolio",NA,"$100,001 - $250,000","--","Sale (Full)",NA
"1559","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"2","04/23/2020","Child","--","International Equity Index",NA,"$50,001 - $100,000","--","Purchase",NA
"1560","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"3","04/23/2020","Child","--","U.S. Equity Index",NA,"$250,001 - $500,000","--","Purchase",NA
"1561","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"4","04/23/2020","Child","--","Oregon College Savings Plan - College Enrollment Year 2026
Portfolio",NA,"$100,001 - $250,000","--","Sale (Full)",NA
"1562","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"5","04/23/2020","Child","--","International Equity Index",NA,"$50,001 - $100,000","--","Purchase",NA
"1563","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"6","04/23/2020","Child","--","U.S. Equity Index",NA,"$250,001 - $500,000","--","Purchase",NA
"1564","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"7","07/09/2020","Spouse","WFH","Direxion Work From Home ETF",NA,"$50,001 - $100,000","--","Purchase",NA
"1565","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"8","08/04/2020","Spouse","WFH","Direxion Work From Home ETF",NA,"$50,001 - $100,000","--","Purchase",NA
"1566","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"9","08/25/2020","Spouse","WFH","Direxion Work From Home ETF",NA,"$100,001 - $250,000","--","Sale (Full)",NA
"1567","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"10","06/12/2020","Spouse","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$50,001 - $100,000","--","Purchase",NA
"1568","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"11","07/07/2020","Spouse","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$100,001 - $250,000","--","Sale (Full)",NA
"1569","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"12","06/12/2020","Child","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #1","Purchase",NA
"1570","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"13","07/07/2020","Child","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #1","Sale (Full)",NA
"1571","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"14","06/12/2020","Child","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #2","Purchase",NA
"1572","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"15","07/07/2020","Child","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #2","Sale (Full)",NA
"1573","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"16","06/12/2020","Child","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #3","Purchase",NA
"1574","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"17","07/07/2020","Child","FBGRX","Fidelity Blue Chip Growth Fund",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #3","Sale (Full)",NA
"1575","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"18","06/12/2020","Spouse","FDIVX","Fidelity Diversified International Fund",NA,"$50,001 - $100,000","--","Purchase",NA
"1576","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"19","07/13/2020","Spouse","QQQ","Invesco QQQ Trust",NA,"$50,001 - $100,000","--","Purchase",NA
"1577","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"20","07/02/2020","Spouse","IJK","iShares S&P Mid-Cap 400 Growth ETF",NA,"$15,001 - $50,000","--","Purchase",NA
"1578","2021-07-12","21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Annual Report for CY 2020","https://sec.report/Senate-Stock-Disclosures/Wyden/Ron+L/21ae59f2-b870-4a5d-b5ec-bb8d01b116f4","Ron L Wyden","Ron+L","Wyden",NA,"21","08/20/2020","Child","JEPI","JPMorgan Equity Premium Income ETF",NA,"$1,001 - $15,000","Underlying asset of Fidelity Brokerage - Dependent #1","Purchase",NA
